id,dateAdded,dateUpdated,name,brand,manufacturer,categories,primaryCategories,reviews.date,reviews.didPurchase,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.title,reviews.text,reviews.username,sentiment,productPrice
syn2-0000093,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-04-06,true,true,2,3,Fine for casual use,"Setup was straightforward, nothing stood out either way. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",ananyanair864,neutral,75.68
syn2-0000094,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2024-11-08,true,false,1,3,Mixed results,"It performs as expected for the price point. The e-reader features are fine, nothing special either way. I would suggest comparing a few options first.",sanjaynair153,neutral,116.56
syn2-0000095,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2024-12-21,true,true,1,5,Better than expected,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",meeragupta540,positive,30.91
syn2-0000096,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-03-01,true,true,8,5,Happy with it,"The device handles normal use without lag. The headphones features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",ishajain882,positive,176.06
syn2-0000097,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-07-05,true,false,1,2,Frustrating to use,Setup took longer than expected and support was slow to respond. The monitor features feel limited compared to similar products. I ran into the same issue more than once.,arjunnair506,negative,254.95
syn2-0000098,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-04-19,true,true,1,4,Happy with it,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",karansharma217,positive,38.85
syn2-0000099,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-12-28,true,true,0,5,Excellent value,"The device handles normal use without lag. The charger features are practical, and the overall experience has been reliable. It exceeded my expectations.",vikramgupta326,positive,37.99
syn2-0000100,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-02-24,true,true,2,5,Excellent value,"Setup was quick and the build quality feels solid. The smart speaker features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",devnair249,positive,83.4
syn2-0000101,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-04-21,true,true,4,4,Happy with it,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",riyamenon430,positive,144.19
syn2-0000102,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-10-13,true,true,5,4,Better than expected,"The device handles normal use without lag. The tablet features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",arjunkapoor175,positive,245.2
syn2-0000103,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-07-11,false,true,0,4,Highly recommended,"The product arrived in good condition and works as described. The streaming features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",riyakapoor910,positive,80.37
syn2-0000104,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-06-25,false,true,0,4,Highly recommended,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",nehanair616,positive,46.96
syn2-0000105,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-04-19,true,false,1,4,Happy with it,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",sanjayiyer908,positive,41.56
syn2-0000106,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-04-29,true,true,6,4,Excellent value,"The product arrived in good condition and works as described. For the price, the overall value is excellent. The difference is noticeable in everyday use.",sanjayjain441,positive,52.46
syn2-0000107,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-08-03,true,true,0,5,Very impressed,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",rohankapoor195,positive,104.37
syn2-0000108,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2023-11-29,true,false,0,2,Disappointed,"The product arrived with a minor defect. For the price, I expected more reliability. Overall, I would not buy this again.",rahulpillai331,negative,103.49
syn2-0000109,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-05-06,false,true,0,5,Excellent value,"Setup was quick and the build quality feels solid. The keyboard features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",rohanmenon485,positive,35.84
syn2-0000110,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-06-11,true,false,7,3,Fine for casual use,"The product arrived in good condition. The smart home features are fine, nothing special either way. I mainly use it during the week.",sanjaysharma870,neutral,37.07
syn2-0000111,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-05-23,false,false,0,3,It is okay,"The product arrived in good condition. The tablet features are fine, nothing special either way. I mainly use it during the week.",diyakapoor640,neutral,253.65
syn2-0000112,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2025-09-26,true,false,3,4,Excellent value,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",poojanair391,positive,30.19
syn2-0000113,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-01-14,true,true,2,5,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",priyaverma614,positive,221.29
syn2-0000114,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-05-30,true,true,3,5,Better than expected,"Setup was quick and the build quality feels solid. The smart home features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",rohanjain139,positive,74.88
syn2-0000115,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-09-04,true,false,4,1,Would not recommend,"The product arrived with a minor defect. For the price, I expected more reliability. Overall, I would not buy this again.",sanjaykapoor533,negative,123.66
syn2-0000116,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2023-06-24,true,true,0,4,Works very well,"Setup was quick and the build quality feels solid. The smart home features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",meeradas711,positive,34.87
syn2-0000117,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2022-07-14,true,true,2,4,Highly recommended,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",arjunnair638,positive,233.03
syn2-0000118,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-04-05,true,false,1,3,Does the job,"It performs as expected for the price point. After some everyday use, the product feels functional but not exceptional. It is a reasonable middle-of-the-road choice.",arjunpillai850,neutral,157.06
syn2-0000119,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-02-12,true,true,3,4,Better than expected,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",rahuljain930,positive,30.72
syn2-0000120,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2026-07-30,true,false,0,2,Would not recommend,The product arrived with a minor defect. The smart home features feel limited compared to similar products. I would look at other options first.,poojaverma934,negative,34.95
syn2-0000121,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-07-23,true,false,3,1,Disappointed,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I would look at other options first.",diyadas495,negative,85.64
syn2-0000122,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-07-31,true,true,0,5,Great purchase,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",sanjayjain658,positive,37.52
syn2-0000123,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-07-24,true,true,2,4,Highly recommended,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",arjunmenon545,positive,69.92
syn2-0000124,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-04-12,true,true,3,5,Happy with it,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",tanyaiyer229,positive,34.8
syn2-0000125,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-07-30,false,true,3,5,Solid product,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",poojagupta507,positive,42.48
syn2-0000126,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-07-31,false,true,1,4,Solid product,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It exceeded my expectations.",saradas319,positive,149.35
